metarow	metacol	Column	Row	Name	ID	F635.Median.M1K3.1	F532.Median.M1K3.1	Flags.M1K3.1	F635.Median.M1K3.2	F532.Median.M1K3.2	Flags.M1K3.2	F635.Median.M1K5.1	F532.Median.M1K5.1	Flags.M1K5.1	F635.Median.M1K5.2	F532.Median.M1K5.2	Flags.M1K5.2	F635.Median.M2K3.1	F532.Median.M2K3.1	Flags.M2K3.1	F635.Median.M2K3.2	F532.Median.M2K3.2	Flags.M2K3.2	F635.Median.M2K5.1	F532.Median.M2K5.1	Flags.M2K5.1	F635.Median.M2K5.2	F532.Median.M2K5.2	Flags.M2K5.2	F635.Median.M3K3.1	F532.Median.M3K3.1	Flags.M3K3.1	F635.Median.M3K3.2	F532.Median.M3K3.2	Flags.M3K3.2	F635.Median.M3K5.1	F532.Median.M3K5.1	Flags.M3K5.1	F635.Median.M3K5.2	F532.Median.M3K5.2	Flags.M3K5.2	F635.Median.M4K3.1	F532.Median.M4K3.1	Flags.M4K3.1	F635.Median.M4K3.2	F532.Median.M4K3.2	Flags.M4K3.2	F635.Median.M4K5.1	F532.Median.M4K5.1	Flags.M4K5.1	F635.Median.M4K5.2	F532.Median.M4K5.2	Flags.M4K5.2	F635.Median.M5K3.1	F532.Median.M5K3.1	Flags.M5K3.1	F635.Median.M5K3.2	F532.Median.M5K3.2	Flags.M5K3.2	F635.Median.M5K5.1	F532.Median.M5K5.1	Flags.M5K5.1	F635.Median.M5K5.2	F532.Median.M5K5.2	Flags.M5K5.2	F635.Median.M6K3.1	F532.Median.M6K3.1	Flags.M6K3.1	F635.Median.M6K3.2	F532.Median.M6K3.2	Flags.M6K3.2	F635.Median.M6K5.1	F532.Median.M6K5.1	Flags.M6K5.1	F635.Median.M6K5.2	F532.Median.M6K5.2	Flags.M6K5.2
4	2	18	 7	AI426375	524712	  349	  225	  0	  433	  277	  0	  260	  522	  0	  284	  519	  0	  737	  485	  0	  638	  489	  0	  374	  535	  0	  249	  546	  0	  378	  539	  0	  258	  320	  0	  333	 1207	  0	  291	  978	  0	  269	  357	  0	  239	  372	  0	  182	  640	  0	  332	  845	-50	  400	  550	  0	  262	  265	  0	  653	  798	  0	  369	  660	  0	  381	  427	  0	  450	  587	  0	  521	  701	  0	  243	  655	  0
4	2	19	 7	AI426549	525182	  682	  342	  0	  945	  394	  0	  400	 1464	  0	  460	 1401	  0	 1678	  787	  0	 1502	  746	  0	  602	 1598	  0	  385	 1380	  0	  708	  637	  0	  444	  365	  0	  488	 1837	  0	  413	 1668	  0	  582	  449	  0	  474	  415	  0	  263	  946	  0	  580	 1510	  0	  887	  871	  0	  520	  465	  0	  802	 1430	  0	  520	 1217	  0	  928	  863	  0	  751	  761	  0	  815	 1288	  0	  573	 1317	  0
4	2	 1	 8	AI426551	532106	  447	  436	  0	  596	  556	  0	  361	  698	  0	  599	  870	  0	  834	  417	  0	  802	  470	  0	  496	  887	  0	  296	  840	  0	  523	  572	  0	  322	  368	  0	  414	 1308	  0	  343	 1153	  0	  361	  427	  0	  446	  500	  0	  259	  829	  0	  492	 1100	  0	  558	  752	  0	  676	  650	  0	  730	 1024	  0	  680	  864	  0	  875	  805	  0	  531	  705	  0	 1463	 1533	  0	  572	  937	  0
4	2	 2	 8	AI426556	532179	 1221	  928	  0	 1117	  903	  0	  283	  716	  0	  575	 1170	  0	  801	  353	  0	 1033	  570	  0	  472	 1022	  0	  535	 1332	  0	 1168	 1118	  0	  999	  834	  0	 1472	 2427	  0	 1460	 2084	  0	  777	  723	  0	  762	  784	  0	  742	 1167	  0	  550	 1113	  0	  359	  452	  0	  315	  293	  0	 1483	 1573	  0	 1111	 1514	  0	  570	  519	  0	  640	  709	  0	 1343	 1643	  0	  422	  820	  0
4	2	 3	 8	AI426562	532281	  399	  297	  0	  626	  523	  0	  309	  684	  0	  435	  776	  0	  763	  488	  0	  689	  473	  0	  430	  766	  0	  325	  770	  0	  449	  598	  0	  392	  490	  0	  340	 1112	-50	  440	 1264	  0	  373	  411	  0	  397	  466	  0	  214	  690	  0	  442	  973	  0	  404	  535	  0	  276	  276	  0	  632	 1020	  0	  574	  815	  0	  286	  318	  0	  315	  422	  0	  836	 1098	  0	  400	  865	  0
4	2	 4	 8	AI426564	532306	  315	  238	-50	  415	  349	  0	  287	  487	  0	  349	  577	  0	  591	  422	  0	  548	  437	  0	  424	  562	  0	  354	  645	  0	  381	  564	  0	  275	  464	  0	  368	 1128	-50	  420	 1000	-50	  292	  436	  0	  306	  454	  0	  196	  608	  0	  449	  866	  0	  669	  922	  0	  416	  413	  0	 1447	 1663	  0	  759	  937	  0	  377	  382	  0	 1155	 1332	  0	 1700	 1821	  0	  831	 1157	  0
4	2	 5	 8	AI426567	532335	  634	  595	  0	 1028	  931	  0	  908	 1665	  0	  955	 1716	  0	 1372	 1308	  0	 1244	 1265	  0	 1079	 1659	  0	  799	 1564	  0	  792	  966	  0	  760	  883	  0	  953	 1624	  0	 1130	 1752	  0	  603	  624	  0	  598	  685	  0	  433	  841	  0	 1050	 1339	  0	  836	 1119	  0	  385	  473	  0	  979	 1450	  0	  638	 1017	  0	  393	  461	  0	  873	 1235	  0	 1497	 1850	  0	  609	 1168	  0
4	2	 6	 8	AI426755	534707	  972	  626	  0	 1051	  473	  0	  472	 1130	  0	  411	 1171	  0	 1148	  431	  0	 1139	  472	  0	  661	 1624	  0	  540	 1505	  0	  911	  793	  0	  766	  535	  0	  648	 1917	  0	 1106	 2660	  0	  721	  528	  0	  607	  490	  0	  417	 1046	  0	  779	 1564	  0	  843	 1006	  0	  810	  834	  0	 1749	 2508	  0	  425	  873	  0	  782	  691	  0	  772	  813	  0	  576	 1331	  0	  887	 2029	  0
4	2	 7	 8	AI426775	535104	 1165	  904	  0	 1633	 1256	  0	 1268	 3308	  0	 1329	 3697	  0	 2308	 1590	  0	 2071	 1491	  0	 1431	 3730	  0	 1217	 3518	  0	 1635	 1216	  0	 1738	 1128	  0	 1354	 3027	  0	 1715	 3725	  0	 1186	  735	  0	 1271	  779	  0	  547	 1434	  0	 1441	 2744	  0	 2279	 2228	  0	  806	  633	  0	  690	 1748	  0	 1234	 2295	  0	  680	  678	  0	 1361	 1484	  0	  696	 1518	  0	  536	 1368	  0
4	2	 8	 8	AI448046	535176	  571	  407	  0	  805	  461	  0	  488	  878	  0	  350	  665	  0	  729	  425	  0	  626	  389	  0	  393	  660	  0	  762	 1509	  0	  910	  836	  0	  510	  443	  0	  700	 1560	  0	 1401	 3147	  0	  733	  661	  0	  422	  446	  0	  471	 1124	  0	 1349	 1879	  0	  654	  983	  0	  777	  798	  0	 1522	 1989	  0	  750	 1255	  0	  353	  374	  0	  899	  711	  0	  308	  647	  0	  516	  891	  0
4	2	 9	 8	AI448065	535477	  680	  335	  0	 1268	  455	  0	  821	 1666	  0	  452	 1191	  0	  523	  128	-50	  478	  142	-50	  255	  628	  0	  544	 1029	  0	  993	  569	  0	  412	  327	  0	  954	 2043	  0	 2137	 2005	  0	  840	  509	  0	  257	  283	-50	  398	  882	  0	 1350	 2163	  0	 1622	 2062	  0	  647	  688	  0	 1442	 2315	  0	 1486	 2087	  0	  295	  349	  0	 1452	 1689	  0	  934	 1461	  0	  909	 1560	  0
4	2	10	 8	AI426803	535629	 1434	 1376	  0	 2676	 2348	  0	 1764	 4197	  0	 2112	 4463	  0	 3288	 2545	  0	 2490	 2162	  0	 1711	 3537	  0	 1631	 4133	  0	 1507	 1432	  0	 2031	 1603	  0	 1957	 3604	  0	 2363	 4437	  0	 1497	 1020	  0	 1379	 1025	  0	  847	 1827	  0	 1990	 3181	  0	 1951	 2329	  0	  717	  721	  0	 1728	 3297	  0	 1173	 2402	  0	  629	  808	  0	 1441	 1563	  0	  779	 1594	  0	  783	 1662	  0
4	2	11	 8	AI426807	535706	  433	  314	  0	  526	  363	  0	  378	  782	  0	  375	  747	  0	  744	  595	  0	  627	  450	  0	  317	  564	  0	  381	  789	  0	  342	  465	  0	  401	  487	  0	  536	 1319	  0	  556	 1237	  0	  427	  499	  0	  302	  384	  0	  265	  783	  0	  507	 1122	  0	  505	  736	  0	  344	  317	  0	  378	  658	  0	  506	  920	  0	  295	  412	  0	  551	  751	  0	  577	  819	  0	  271	  751	  0
4	2	12	 8	AI448004	557114	  311	   83	-50	  375	   84	-50	   68	  389	-50	   81	  361	-50	  567	   89	-50	  462	   87	-50	   79	  311	-50	   80	  417	-50	  265	  290	-50	  234	  211	-50	   63	  959	-50	   58	  901	-50	  203	  203	-50	  222	  233	-50	   58	  479	-50	   91	  740	-50	  746	  834	  0	  178	  299	  0	   43	  152	-50	  333	  764	  0	  123	  117	  0	  785	  877	  0	  343	  863	  0	   50	  271	-50
4	2	13	 8	AI448012	557265	  600	  449	  0	 1064	  776	  0	  478	 1202	  0	  690	 1480	  0	 1258	  837	  0	 1022	  728	  0	  542	 1128	  0	  464	 1157	  0	  515	  545	  0	  485	  427	  0	  778	 1867	  0	  715	 1636	  0	  611	  594	  0	  521	  516	  0	  426	 1043	  0	  796	 1653	  0	  511	  593	  0	  370	  336	  0	  488	  856	  0	  742	 1021	  0	  684	  777	  0	  387	  488	  0	  522	  899	  0	  434	  820	  0
4	2	14	 8	AI448021	557364	  442	  265	  0	 1125	  784	  0	  432	  819	  0	  895	 1710	  0	 1061	  775	  0	  934	  708	  0	  457	  713	  0	  368	  717	  0	  363	  498	  0	  303	  338	  0	  708	 1648	  0	  815	 1373	  0	  462	  634	  0	  400	  523	  0	  555	 1176	  0	  988	 1411	  0	  999	 1177	  0	  434	  377	  0	  536	 1092	  0	  831	 1071	  0	 1260	 1157	  0	  781	  899	  0	  901	 1146	  0	 1120	 1523	  0
4	2	15	 8	AI448024	557387	  290	  113	-50	  538	  231	  0	   94	  417	-50	  240	  613	  0	  583	  146	-50	  559	  226	  0	  108	  340	-50	  131	  454	  0	  268	  349	  0	  235	  235	-50	  101	 1107	-50	   90	  855	-50	  300	  389	  0	  214	  270	-50	   84	  544	-50	  148	  766	-50	  628	  705	  0	  262	  200	  0	  841	 1366	  0	  595	  901	  0	  486	  638	  0	  463	  646	  0	  605	  939	  0	  590	  913	  0
4	2	16	 8	AI448028	557442	 1460	 1898	  0	 1691	 1913	  0	 1541	 1737	  0	 1736	 1910	  0	 1918	 2211	  0	 1668	 1951	  0	 1152	 1281	  0	 1576	 1906	  0	 1180	 2115	  0	  664	  952	  0	 1732	 2264	  0	 1815	 2189	  0	  788	  969	  0	  690	 1018	  0	 1187	 1520	  0	 2125	 2104	  0	  601	 1264	  0	  494	  853	  0	 1156	 1409	  0	 1274	 1382	  0	  706	 1367	  0	  431	  945	  0	 1113	 1186	  0	  895	 1003	  0
4	2	17	 8	AI448035	557610	  322	   98	-50	  393	   92	-50	   78	  381	-50	   97	  382	-50	  602	  104	-50	  528	  104	-50	  881	 1186	  0	  504	 1156	  0	  615	  798	  0	  259	  226	-50	   77	 1009	-50	  296	 1224	  0	  206	  228	-50	  205	  237	-50	   65	  535	-50	   99	  715	-50	  908	 1009	  0	  684	  972	  0	   58	  186	-50	 1304	 1603	  0	   86	  116	-50	   97	  141	-50	  702	 1652	  0	  736	 1540	  0
4	2	18	 8	AI448110	557977	  822	  331	  0	 1041	  410	  0	  384	 1415	  0	  597	 1762	  0	 2073	  754	  0	 2318	  910	  0	  734	 2213	  0	  459	 1972	  0	  843	  565	  0	  363	  339	  0	  505	 2071	  0	  586	 2299	  0	  572	  396	  0	  680	  486	  0	  296	 1276	  0	  655	 1899	  0	  825	  692	  0	  539	  341	  0	  355	 1070	  0	  767	 1689	  0	  643	  621	  0	  589	  494	  0	  795	 1564	  0	  549	 1278	  0
4	2	19	 8	AI448149	558272	  480	  740	  0	  673	 1193	  0	 1254	 1193	  0	 1487	 1233	  0	 1335	 2502	  0	 1222	 2330	  0	 1900	 1354	  0	 1320	 1298	  0	  678	 1048	  0	  531	  893	  0	 1598	 1657	  0	 1281	 1385	  0	  371	  528	  0	  395	  617	  0	  595	  890	  0	 1362	 1209	  0	  529	  868	  0	  760	  783	  0	  915	 1212	  0	  967	 1124	  0	  875	 1106	  0	  377	  638	  0	 1012	 1159	  0	  711	 1151	  0
4	2	 1	 9	AI448168	558374	  609	  414	  0	  771	  506	  0	  405	  786	  0	  746	 1092	  0	  976	  573	  0	 1104	  797	  0	  732	 1052	  0	  520	  960	  0	  821	  976	  0	  364	  503	  0	  801	 1629	  0	  847	 1701	  0	  607	  652	  0	  618	  681	  0	  414	  943	  0	  890	 1332	  0	  763	 1038	  0	  794	  859	  0	 1137	 1114	  0	  760	  936	  0	  944	 1001	  0	  606	  762	  0	 1943	 1979	  0	 1437	 1675	  0
4	2	 2	 9	AI448362	558437	  497	  301	  0	  667	  448	  0	  198	  545	  0	  348	  650	  0	  548	  144	-50	  920	  554	  0	  421	  824	  0	  312	  764	  0	  665	  637	  0	  265	  241	-50	  145	 1143	-50	  152	 1040	-50	  332	  303	  0	  466	  642	  0	   92	  546	-50	  513	 1005	  0	  186	  255	  0	  541	  480	  0	 2035	 2905	  0	  922	 1072	  0	  497	  531	  0	 1085	 1389	  0	 1768	 1790	  0	 1158	 1705	  0
4	2	 3	 9	AI448192	559837	  384	  275	  0	  521	  442	  0	  332	  520	  0	  514	  618	  0	  708	  465	  0	  621	  514	  0	  486	  594	  0	  353	  628	  0	  421	  685	  0	  192	  348	  0	  584	 1258	  0	  560	 1230	  0	  334	  521	  0	  350	  603	  0	  223	  677	  0	  482	  949	  0	  534	  807	  0	  245	  274	  0	  300	  442	  0	  567	  701	  0	  669	  788	  0	  552	  709	  0	  916	 1127	  0	  544	  893	  0
4	2	 4	 9	AI448195	559876	 1145	 1346	  0	 1754	 2224	  0	 1870	 2083	  0	 2068	 2274	  0	 1969	 2196	  0	 1812	 2123	  0	 2242	 2477	  0	 1955	 2631	  0	 1797	 2815	  0	 1379	 1839	  0	 3011	 2582	  0	 2993	 2787	  0	 1182	 1439	  0	 1555	 2008	  0	 1460	 1556	  0	 3611	 2543	  0	 1007	 1806	  0	  601	  801	  0	  811	  996	  0	  899	 1038	  0	  554	  901	  0	  664	 1161	  0	 1442	 1369	  0	  565	  941	  0
4	2	 5	 9	AI448388	560548	  326	  115	-50	  523	  155	  0	   88	  630	  0	  123	  794	  0	  693	  128	  0	  681	  138	  0	  113	  692	  0	  117	  755	  0	  496	  344	  0	  311	  362	  0	  125	 1262	  0	  123	 1242	  0	  328	  310	  0	  363	  350	  0	  104	  715	  0	  176	 1007	  0	  700	  500	  0	  561	  406	  0	  728	 1246	  0	  348	  850	  0	  270	  252	  0	  355	  330	  0	  488	  940	  0	  447	 1006	  0
4	2	 6	 9	AI643088	567709	 1252	  598	  0	 1788	  678	  0	  532	 1840	  0	  684	 2675	  0	 1863	  497	  0	 1602	  534	  0	  506	 2038	  0	  622	 3314	  0	 1795	 1073	  0	 1040	  582	  0	  758	 2754	  0	 1020	 3523	  0	  899	  432	  0	 1032	  618	  0	  430	 1614	  0	 1282	 3239	  0	  534	  310	  0	  402	  248	  0	  163	  754	  0	  182	  839	  0	  231	  168	  0	  642	  428	  0	  802	 1165	  0	  406	 1221	  0
4	2	 7	 9	AI448399	567763	 2367	 1142	  0	 2737	 1113	  0	  459	  998	  0	 1008	 3759	  0	 2052	  810	  0	 2686	 1251	  0	 1050	 3961	  0	 1211	 5283	  0	 2416	 1652	  0	 1807	 1022	  0	 1679	 4907	  0	 1491	 4683	  0	 1771	  816	  0	 2263	 1260	  0	  860	 2623	  0	 1597	 4511	  0	 1026	  652	  0	  693	  421	  0	  418	 1826	  0	  509	 1589	  0	  462	  343	  0	 1022	  611	  0	  682	 1828	  0	  590	 1734	  0
4	2	 8	 9	AI448402	567791	 5360	  161	  0	 8071	  168	  0	  139	10962	  0	  183	12078	  0	 7555	  158	  0	 8226	  181	  0	  150	10569	  0	  158	11930	  0	 4934	  382	  0	 6168	  321	  0	  167	11096	  0	  163	12220	  0	 5482	  332	  0	 5654	  388	  0	  128	 5736	  0	  252	10375	  0	 5063	  310	  0	 2076	  179	  0	  196	 6217	  0	  129	 6610	  0	 1582	  173	  0	 3577	  346	  0	  580	 5848	  0	  126	 3159	  0
4	2	 9	 9	AI428312	567966	 1087	  302	  0	 1089	  335	  0	  302	 1272	  0	  496	 2158	  0	  737	  230	  0	  814	  281	  0	  182	  691	  0	  260	  870	  0	  525	  469	  0	  365	  335	  0	  385	 2689	  0	  992	 1906	  0	  969	  540	  0	  686	  451	  0	  156	 1028	  0	  215	 1063	  0	  910	  534	  0	  709	  363	  0	  137	 1156	  0	  382	 1870	  0	  588	  343	  0	  574	  295	  0	  280	 1215	  0	  211	 1074	  0
4	2	10	 9	AI428333	568087	  696	  374	  0	  930	  480	  0	  446	 1629	  0	  655	 1994	  0	 1413	  705	  0	 1445	  798	  0	  439	 1234	  0	  390	 1481	  0	  637	  539	  0	  720	  484	  0	  660	 2152	  0	  699	 1998	  0	  505	  375	  0	  615	  497	  0	  359	 1139	  0	  736	 1791	  0	  885	  884	  0	  510	  374	  0	  646	 1300	  0	  441	 1054	  0	  332	  344	  0	  495	  486	  0	  621	 1144	  0	  264	  796	  0
4	2	11	 9	AI429552	570039	  402	  360	  0	  619	  555	  0	  515	  893	  0	  728	 1032	  0	  944	  796	  0	  817	  762	  0	  514	  715	  0	  453	  815	  0	  482	  664	  0	  522	  656	  0	  744	 1609	  0	  762	 1436	  0	  399	  475	  0	  373	  556	  0	  360	  924	  0	  973	 1371	  0	  728	 1027	  0	 1434	 1349	  0	  845	 1172	  0	  703	 1079	  0	  542	  647	  0	  260	  391	  0	  537	  762	  0	  405	  851	  0
4	2	12	 9	AI429556	570118	  919	  489	  0	 1448	  828	  0	  509	 1574	  0	  912	 2461	  0	 1698	  935	  0	 1242	  662	  0	  432	 1151	  0	  410	 1370	  0	  553	  503	  0	  756	  503	  0	  895	 2191	  0	  735	 2139	  0	  652	  488	  0	  607	  497	  0	  505	 1372	  0	 1062	 2282	  0	  791	  661	  0	  430	  327	  0	  246	  737	  0	  816	 1241	  0	  253	  258	  0	  431	  413	  0	  700	 1054	  0	  344	  884	  0
4	2	13	 9	AI428761	570121	  301	  116	-50	  446	  169	  0	  100	  423	-50	  197	  485	  0	  518	  149	-50	  479	  136	-50	  105	  337	-50	  104	  444	-50	  271	  310	-50	  250	  260	-50	  116	 1060	-50	   96	  917	-50	  238	  363	  0	  222	  299	-50	   93	  588	-50	  179	  771	-50	  290	  362	  0	  186	  172	  0	  176	  382	  0	  392	  618	  0	  119	  146	  0	  178	  230	  0	  921	 1053	  0	  390	  812	  0
4	2	14	 9	AI428768	570257	  647	  499	  0	 1031	  880	  0	  698	 1597	  0	 1054	 2188	  0	 1501	 1079	  0	 1289	  993	  0	  742	 1515	  0	  606	 1703	  0	  733	  658	  0	 1086	  811	  0	 1068	 1975	  0	  974	 1836	  0	  596	  469	  0	  653	  512	  0	  563	 1200	  0	 1106	 1555	  0	  807	  965	  0	  536	  465	  0	  409	  924	  0	  559	  970	  0	  394	  428	  0	  556	  625	  0	  480	  916	  0	  466	  905	  0
4	2	15	 9	AI428776	570573	 2110	 4264	  0	 4560	 9553	  0	 9568	 6235	  0	12940	 7418	  0	 6417	12559	  0	 6005	12954	  0	10649	 5861	  0	 6842	 4867	  0	 2651	 7763	  0	 3076	 7465	  0	11979	 6275	  0	11171	 6514	  0	 3131	 5988	  0	 3063	 5952	  0	 4391	 3145	  0	10828	 5514	  0	 3131	 9114	  0	 1338	 2995	  0	 3658	 2929	  0	 5655	 4067	  0	 1064	 3123	  0	 1907	 5432	  0	 3323	 2301	  0	 1608	 1685	  0
4	2	16	 9	AI428781	570948	  745	 1016	  0	 1281	 1737	  0	 1774	 2195	  0	 2143	 2310	  0	 2365	 3162	  0	 1645	 2357	  0	 1908	 2016	  0	 1154	 1535	  0	  787	 1293	  0	  743	 1004	  0	 2272	 2300	  0	 2173	 2146	  0	  818	 1002	  0	  750	 1015	  0	  882	 1167	  0	 2238	 1974	  0	 1295	 2497	  0	  615	  795	  0	 1629	 1806	  0	 1680	 1632	  0	  446	  792	  0	  591	 1238	  0	 1214	 1221	  0	  740	 1061	  0
4	2	17	 9	AI449497	577160	  668	  583	  0	 1038	  933	  0	  906	 2001	  0	 1079	 2025	  0	 1837	 1412	  0	 1547	 1349	  0	 1032	 1972	  0	  582	 1500	  0	  773	  810	  0	  662	  587	  0	 1110	 2269	  0	 1031	 2078	  0	  683	  582	  0	  736	  639	  0	  447	 1030	  0	 1036	 1732	  0	  882	 1072	  0	  457	  454	  0	  672	 1125	  0	  638	 1102	  0	  341	  435	  0	  552	  673	  0	  810	 1106	  0	  312	  784	  0
4	2	18	 9	AI449502	577179	  428	  291	  0	  627	  446	  0	  364	  820	  0	  512	  880	  0	  980	  737	  0	  921	  654	  0	  582	  907	  0	  339	  806	  0	  406	  543	  0	  323	  340	  0	  501	 1445	  0	  521	 1376	  0	  328	  354	  0	  401	  447	  0	  242	  769	  0	  549	 1151	  0	  482	  638	  0	  317	  297	  0	  402	  717	  0	  388	  657	  0	  244	  311	  0	  309	  424	  0	  670	  962	  0	  196	  574	  0
4	2	19	 9	AI449506	577211	 2248	  667	  0	 3516	 1025	  0	  941	 6364	  0	 1147	 6844	  0	 6188	 1832	  0	 4530	 1378	  0	 1249	 6871	  0	  853	 5064	  0	 2206	  860	  0	 2173	  673	  0	 1200	 5343	  0	  908	 4516	  0	 2001	  599	  0	 1857	  622	  0	  451	 2256	  0	 1147	 4393	  0	 2241	 1147	  0	 1072	  530	  0	  642	 2745	  0	  653	 2591	  0	  973	  610	  0	 1273	  620	  0	  539	 1758	  0	  385	 1783	  0
4	2	 1	10	AI449510	577235	 1076	  989	  0	 1721	 1577	  0	 1450	 3047	  0	 1805	 3372	  0	 2453	 2015	  0	 2695	 2346	  0	 1786	 3254	  0	 1379	 3203	  0	 1732	 1727	  0	 1348	 1077	  0	 1766	 3098	  0	 1597	 3078	  0	 1189	  946	  0	 1378	 1159	  0	  663	 1363	  0	 1678	 2519	  0	 1903	 2072	  0	 1299	  970	  0	 1296	 2210	  0	 1745	 2761	  0	 1343	 1563	  0	 1432	 1651	  0	 1923	 2453	  0	 1207	 1925	  0
4	2	 2	10	AI449513	577252	  392	  358	  0	  468	  424	  0	  409	  603	  0	  534	  696	  0	  698	  585	  0	  674	  718	  0	  599	  639	  0	  419	  630	  0	  410	  664	  0	  325	  438	  0	  557	 1411	  0	  555	 1179	  0	  330	  449	  0	  381	  562	  0	  260	  687	  0	  556	  932	  0	  448	  751	  0	  321	  359	  0	  890	 1018	  0	  821	  937	  0	  456	  582	  0	  381	  566	  0	 1171	 1188	  0	 1400	 1841	  0
4	2	 3	10	AI449517	577270	 6937	12937	  0	 6795	11121	  0	 6429	 6972	  0	 5213	 5475	  0	 4859	 7413	  0	 6526	11352	  0	 7136	 6635	  0	 7119	 8214	  0	 4173	 6745	  0	 3107	 4451	  0	10704	 8491	  0	 7593	 6274	  0	 3128	 3856	  0	 4221	 5121	  0	 4779	 4820	  0	 6258	 5269	  0	 3292	 7451	  0	 2265	 4223	  0	 7076	 6805	  0	 5090	 4009	  0	 1318	 3192	  0	 2202	 4637	  0	 6572	 5371	  0	 5845	 5092	  0
4	2	 4	10	AI449543	577495	 1856	 2007	  0	 1515	 1623	  0	 1296	 2026	  0	 1002	 1386	  0	 1539	 1415	  0	 1769	 1773	  0	 2003	 2116	  0	 1853	 2388	  0	 1192	 1595	  0	  494	  729	  0	 1813	 2307	  0	 1825	 2183	  0	 1003	 1101	  0	 1185	 1364	  0	 1433	 1791	  0	 1661	 1766	  0	 1502	 2219	  0	  769	  939	  0	 1748	 2255	  0	 2851	 3027	  0	  860	 1219	  0	 1334	 1721	  0	 2763	 2677	  0	 1386	 1910	  0
4	2	 5	10	AI449548	577550	  616	  363	  0	  847	  454	  0	  349	 1034	  0	  360	 1037	  0	 1007	  391	  0	  917	  435	  0	  317	  948	  0	  313	 1037	  0	  712	  756	  0	12682	26610	  0	  423	 1624	  0	  367	 1456	  0	  444	  441	  0	  536	  559	  0	  261	  875	  0	  580	 1423	  0	  711	  740	  0	  461	  461	  0	  573	 1003	  0	  627	 1146	  0	  387	  454	  0	  507	  638	  0	  727	 1158	  0	  514	  966	  0
4	2	 6	10	AI449551	577565	  595	  463	  0	  924	  798	  0	  773	 1097	  0	  921	 1314	  0	 1296	  980	  0	 1082	  929	  0	  741	 1061	  0	  635	 1138	  0	  705	  939	  0	  440	  576	  0	  822	 1784	  0	  860	 1717	  0	  618	  692	  0	  670	  850	  0	  443	  974	  0	 1074	 1650	  0	  714	 1059	  0	  335	  385	  0	  692	 1042	  0	  622	  921	  0	  268	  387	  0	  572	  810	  0	  747	 1057	  0	  424	  851	  0
4	2	 7	10	AI449557	577607	 1052	  807	  0	 1183	 1003	  0	  991	 1696	  0	 1066	 1682	  0	 1674	 1259	  0	 1462	 1217	  0	 1011	 1563	  0	  893	 1726	  0	 1349	 1554	  0	  721	  655	  0	 1460	 2496	  0	 1427	 2567	  0	 1227	 1159	  0	 1219	 1193	  0	  918	 1724	  0	 1674	 2318	  0	 1611	 2029	  0	  636	  576	  0	  973	 1393	  0	 1485	 1951	  0	  542	  685	  0	  834	 1013	  0	 2235	 2617	  0	 1059	 1882	  0
4	2	 8	10	AI449573	577750	  429	  336	  0	  486	  330	  0	  425	  691	  0	  416	  706	  0	  697	  412	  0	  666	  512	  0	  414	  639	  0	  358	  703	  0	  450	  676	  0	  300	  407	  0	  497	 1439	  0	  503	 1323	  0	  381	  528	  0	  359	  495	  0	  263	  801	  0	  686	 1177	  0	  522	  691	  0	  302	  274	  0	  893	 1114	  0	  563	  763	  0	  255	  314	  0	  322	  458	  0	 1129	 1248	  0	  219	  600	  0
4	2	 9	10	AI449575	577774	  382	  273	-50	  571	  499	  0	  431	  821	  0	  475	  822	  0	  821	  522	  0	  739	  569	  0	  435	  721	  0	  361	  764	  0	  482	  672	  0	  346	  446	  0	  545	 1550	  0	  625	 1350	  0	  369	  463	  0	  420	  604	  0	  261	  830	  0	  626	 1342	  0	  507	  694	  0	  301	  287	  0	  677	 1048	  0	  489	  764	  0	  207	  292	  0	  454	  545	  0	  894	 1063	  0	  181	  613	  0
4	2	10	10	AI452320	578560	 1100	 2311	  0	 1473	 3544	  0	 3790	 2488	  0	 4401	 2544	  0	 2437	 5969	  0	 1977	 5475	  0	 4084	 1951	  0	 3865	 2462	  0	 1035	 3045	  0	 1268	 3204	  0	 5820	 2965	  0	 5525	 2691	  0	  947	 1977	  0	 1162	 2564	  0	 2316	 1518	  0	 5762	 2561	  0	 1497	 4104	  0	  651	 1211	  0	 2611	 2206	  0	 2786	 2016	  0	  554	 1630	  0	 2536	 4252	  0	 3185	 2472	  0	 2549	 2914	  0
4	2	11	10	AI452326	579419	  601	 1262	  0	 1170	 3012	  0	 3087	 1706	  0	 3807	 1825	  0	 1677	 3696	  0	 1413	 3586	  0	 3172	 1483	  0	 2242	 1430	  0	  778	 2158	  0	  581	 1294	  0	 3326	 2476	  0	 3517	 2401	  0	  813	 1875	  0	  885	 2210	  0	 1237	 1078	  0	 3568	 1981	  0	 1023	 3761	  0	  505	 1164	  0	 1690	 1201	  0	 2246	 1258	  0	  361	 1193	  0	  554	 2019	  0	 1126	  820	  0	  462	  584	  0
